,Ngày,Thay đổi,KL giao dịch ròng,GT giao dịch ròng,KL mua,GT mua,KL bán,GT bán,Room còn lại,Đang sở hữu
3170,2013-09-27,45(-0.44 %),-4320,-0.19,24000,1.12,28320,1.31,12558,49.24%
3171,2013-09-26,45.2(0.89 %),2700,0.12,132480,6.13,129780,6,8238,49.24%
3172,2013-09-25,44.8(-0.88 %),14330,0.65,248008,11.26,233678,10.61,10938,49.24%
3173,2013-09-24,45.2(1.80 %),-6630,-0.3,300030,13.2,306660,13.5,25268,49.23%
3174,2013-09-23,44.4(2.07 %),1450,0.06,525450,23.17,524000,23.11,18638,49.24%
3175,2013-09-20,43.5(0.23 %),-3320,-0.14,0,0,3320,0.14,20088,49.23%
3176,2013-09-19,43.4(0.23 %),-8110,-0.35,10220,0.45,18330,0.8,16768,49.24%
3177,2013-09-18,43.3(0.93 %),10520,0.46,90550,4.13,80030,3.67,8658,49.24%
3178,2013-09-17,42.9(0.47 %),7670,0.33,13120,0.56,5450,0.23,19178,49.24%
3179,2013-09-16,42.7(-0.23 %),2190,0.09,2190,0.09,0,0,26848,49.23%
3180,2013-09-13,42.8(-0.47 %),-10220,-0.44,700000,32.2,710220,32.64,29038,49.23%
3181,2013-09-12,43(-0.69 %),-10550,-0.45,0,0,10550,0.45,18818,49.24%
3182,2013-09-11,43.3(-0.46 %),-6570,-0.28,6550,0.29,13120,0.57,8268,49.24%
3183,2013-09-10,43.5(0.69 %),-1690,-0.07,500,0.02,2190,0.1,1698,49.24%
3184,2013-09-09,43.2(-2.48 %),2910,0.13,2910,0.13,0,0,8,49.24%
3185,2013-09-06,44.3(1.37 %),33900,1.55,10095470,454.63,10061570,453.07,0,49.25%
3186,2013-09-05,43.7(1.86 %),5960,0.26,1307090,59.96,1301130,59.7,6,49.24%
3187,2013-09-04,42.9(0.23 %),4410,0.19,17947222,807.62,17942812,807.43,0,49.24%
3188,2013-09-03,42.8(-0.70 %),4030,0.18,6940,0.3,2910,0.13,6,49.24%
3189,2013-08-30,43.1(1.17 %),-29970,-1.28,199660,9,229630,10.28,40552,49.23%
3192,2013-08-29,42.6(-0.47 %),-7010,-0.3,29250,1.32,36260,1.62,10582,49.24%
3193,2013-08-28,42.8(-3.60 %),90,0.01,230000,10.86,229910,10.85,3572,49.24%
3194,2013-08-27,44.4(-0.45 %),-3130,-0.14,3810,0.17,6940,0.31,3662,49.24%
3195,2013-08-26,44.6(-0.22 %),900,0.04,337290,15.83,336390,15.79,532,49.24%
3196,2013-08-23,44.7(-1.54 %),-1300,-0.06,104200,5.04,105500,5.1,1432,49.24%
3197,2013-08-22,45.4(-2.16 %),2210,0.11,96400,4.49,94190,4.38,132,49.24%
3198,2013-08-21,46.4(-0.85 %),6130,0.29,9940,0.47,3810,0.18,2342,49.24%
3199,2013-08-20,46.8(-0.64 %),-4820,-0.23,400000,20,404820,20.23,8472,49.24%
3200,2013-08-19,47.1(2.39 %),3560,0.16,7760,0.36,4200,0.2,3652,49.24%
3201,2013-08-16,46(0.44 %),-7210,-0.33,0,0,7210,0.33,7212,49.24%
3202,2013-08-15,45.8(3.62 %),-5630,-0.26,4310,0.2,9940,0.45,2,49.24%
3203,2013-08-14,45.7(0.44 %),1880,0.09,237020,11.51,235140,11.43,0,49.24%
3204,2013-08-13,45.5(0.22 %),-7660,-0.35,100,0,7760,0.36,2,49.24%
3205,2013-08-12,45.5(-0.22 %),12180,0.56,45930,2.2,33750,1.64,0,49.25%
3206,2013-08-09,45.6(0.88 %),-3780,-0.17,530,0.02,4310,0.2,3782,49.24%
3207,2013-08-08,45.2(-2.38 %),11250,0.52,13130,0.61,1880,0.09,2,49.24%
3208,2013-08-07,46.3(2.43 %),23350,1.12,223450,10.78,200100,9.66,0,49.25%
3209,2013-08-06,45.2(1.57 %),-2180,-0.1,10000,0.45,12180,0.54,11102,49.24%
3210,2013-08-05,44.5(3.01 %),3760,0.16,4290,0.19,530,0.02,8922,49.24%
3211,2013-08-02,43.2(0.70 %),-12680,-0.55,450,0.02,13130,0.57,12682,49.24%
3214,2013-08-01,42.9(-0.23 %),-22200,-0.95,38281,1.65,60481,2.6,2,49.24%
3215,2013-07-31,43(0.00 %),6660,0.29,16660,0.72,10000,0.43,2,49.24%
3216,2013-07-30,43(1.90 %),58460,2.65,244750,11.04,186290,8.39,0,49.26%
3217,2013-07-29,42.2(-1.63 %),1660,0.07,2110,0.09,450,0.02,13347,49.24%
3218,2013-07-26,42.9(-1.15 %),0,0,21250,0.98,21250,0.98,15007,49.24%
3219,2013-07-25,43.4(0.93 %),-15000,-0.65,1660,0.07,16660,0.72,15007,49.24%
3220,2013-07-24,43(-1.38 %),-41860,-1.81,290890,13.55,332750,15.36,7,49.24%
3221,2013-07-23,43.6(-0.68 %),14770,0.65,287495,13.43,272725,12.78,0,49.25%
3222,2013-07-22,43.9(0.00 %),1250,0.06,38500,1.8,37250,1.74,5037,49.24%
3223,2013-07-19,43.9(1.39 %),1490,0.07,3150,0.14,1660,0.07,6287,49.24%
3224,2013-07-18,43.3(-0.92 %),-890,-0.04,20000,0.93,20890,0.97,7777,49.24%
3225,2013-07-17,43.7(0.23 %),-5630,-0.24,51240,2.36,56870,2.6,6887,49.24%
3226,2013-07-16,43.6(1.16 %),-1250,-0.05,31270,1.44,32520,1.49,1257,49.24%
3227,2013-07-15,43.1(0.23 %),100,0.01,103250,4.74,103150,4.74,7,49.24%
3228,2013-07-12,43(1.42 %),0,0,0,0,0,0,0,49.24%
3229,2013-07-11,42.4(-0.24 %),-7490,-0.32,3750,0.16,11240,0.48,0,49.24%
3230,2013-07-10,42.5(-0.23 %),-1250,-0.05,0,0,1250,0.05,0,49.24%
3231,2013-07-09,42.6(-0.93 %),-2280,-0.1,970,0.04,3250,0.14,0,49.24%
3232,2013-07-08,43(-1.38 %),4270,0.19,4270,0.19,0,0,0,49.24%
3233,2013-07-05,43.6(0.46 %),-3750,-0.16,66600,3.09,70350,3.25,0,49.24%
3236,2013-07-04,43.4(1.88 %),662940,30.11,997940,45.36,335000,15.24,0,49.48%
3237,2013-07-03,42.6(0.47 %),10270,0.44,31240,1.38,20970,0.95,9,49%
3238,2013-07-02,42.4(0.95 %),3110,0.13,7380,0.31,4270,0.18,0,49%
3239,2013-07-01,42(0.48 %),16570,0.7,16570,0.7,0,0,7,49%
3240,2013-06-28,41.8(0.48 %),0,0,0,0,0,0,30074,48.99%
3241,2013-06-27,41.6(0.24 %),20760,0.95,82000,3.64,61240,2.69,30074,48.99%
3242,2013-06-26,41.5(0.24 %),-6970,-0.29,40410,1.78,47380,2.07,50834,48.98%
3243,2013-06-25,41.4(-2.59 %),-8080,-0.33,8490,0.36,16570,0.69,43864,48.98%
3244,2013-06-24,42.5(-0.47 %),33020,1.51,62002,2.83,28982,1.32,35784,48.99%
3245,2013-06-21,42.7(-0.23 %),-32000,-1.36,150000,6.53,182000,7.9,68804,48.97%
3246,2013-06-20,42.8(-0.47 %),3910,0.17,4320,0.19,410,0.02,36804,48.99%
3247,2013-06-19,43(0.23 %),8560,0.37,17040,0.73,8480,0.36,40714,48.99%
3248,2013-06-18,42.9(-0.69 %),-29350,-1.26,153670,6.64,183020,7.9,49274,48.98%
3249,2013-06-17,43.2(-2.26 %),7620,0.34,7620,0.34,0,0,19924,48.99%
3250,2013-06-14,44.2(-1.12 %),-1800,-0.08,2520,0.11,4320,0.19,27544,48.99%
3251,2013-06-13,44.7(-0.67 %),-4220,-0.19,12820,0.57,17040,0.76,25744,48.99%
3252,2013-06-12,45(-0.44 %),4300,0.19,7960,0.36,3660,0.16,21524,48.99%
3253,2013-06-11,45.2(-0.88 %),-830,-0.04,56790,2.74,57620,2.78,25824,48.99%
3254,2013-06-10,45.6(0.22 %),4670,0.22,7190,0.33,2520,0.11,24994,48.99%
3255,2013-06-07,45.5(-0.44 %),-12820,-0.58,0,0,12820,0.58,29664,48.99%
3258,2013-06-06,45.7(1.11 %),-6710,-0.3,1250,0.06,7960,0.36,16844,48.99%
3259,2013-06-05,45.2(1.12 %),-3040,-0.14,3750,0.17,6790,0.31,10134,49%
3260,2013-06-04,44.7(0.90 %),-7090,-0.31,210100,9.5,217190,9.81,7094,49%
3261,2013-06-03,44.3(-0.45 %),5370,0.24,5370,0.24,0,0,4,49%
3262,2013-05-31,44.5(1.37 %),-1250,-0.06,0,0,1250,0.06,4514,49%
3263,2013-05-30,43.9(-0.23 %),1860,0.08,5610,0.25,3750,0.16,3264,49%
3264,2013-05-29,44(2.09 %),7020,0.31,326515,15.03,319495,14.73,5124,49%
3265,2013-05-28,43.1(0.70 %),-1000,-0.04,4370,0.19,5370,0.23,12144,49%
3266,2013-05-27,42.8(1.90 %),10250,0.44,10250,0.44,0,0,11144,49%
3267,2013-05-24,42(0.72 %),-3600,-0.15,2010,0.08,5610,0.24,21394,48.99%
3268,2013-05-23,41.7(0.00 %),-1960,-0.08,5160,0.21,7120,0.3,17794,48.99%
3269,2013-05-22,41.7(-0.71 %),-4370,-0.18,0,0,4370,0.18,15834,48.99%
3270,2013-05-21,42(6.87 %),-7230,-0.3,3020,0.12,10250,0.42,11464,49%
3271,2013-05-20,39.3(2.08 %),930,0.03,2930,0.11,2000,0.08,4234,49%
3272,2013-05-17,38.5(-0.77 %),-5160,-0.2,0,0,5160,0.2,5164,49%
3273,2013-05-16,38.8(0.00 %),800,0.03,800,0.03,0,0,4,49%
3274,2013-05-15,38.8(1.04 %),810,0.03,103830,4.25,103020,4.22,0,49%
3275,2013-05-14,38.4(1.05 %),-1680,-0.06,1250,0.05,2930,0.11,4,49%
3276,2013-05-13,38(0.26 %),13310,0.51,63310,2.53,50000,2.03,0,49%
3277,2013-05-10,37.9(0.26 %),1650,0.06,2450,0.09,800,0.03,204,49%
3280,2013-05-09,37.8(0.00 %),-1680,-0.06,2150,0.08,3830,0.15,1854,49%
3281,2013-05-08,37.8(0.80 %),9850,0.37,11100,0.42,1250,0.05,174,49%
3282,2013-05-07,37.5(-2.09 %),-10020,-0.38,3290,0.13,13310,0.5,10024,49%
3283,2013-05-06,38.3(3.23 %),1760,0.07,4210,0.16,2450,0.09,4,49%
3284,2013-05-03,37.1(0.27 %),12850,0.48,15000,0.56,2150,0.08,0,49%
3285,2013-05-02,37(-0.54 %),5570,0.21,16670,0.62,11100,0.41,2,49%
3286,2013-04-26,37.2(0.00 %),-3290,-0.12,0,0,3290,0.12,29637,48.99%
3287,2013-04-25,37.2(0.27 %),6460,0.24,10670,0.4,4210,0.16,26347,48.99%
3288,2013-04-24,37.1(-0.54 %),-420,-0.01,14580,0.55,15000,0.56,32807,48.99%
3289,2013-04-23,37.3(1.08 %),-9090,-0.34,7580,0.28,16670,0.62,32387,48.99%
3290,2013-04-22,36.9(-0.27 %),1250,0.05,21250,0.81,20000,0.76,23297,48.99%
3291,2013-04-18,37(-2.63 %),-10420,-0.39,250,0.01,10670,0.4,24547,48.99%
3292,2013-04-17,38(1.33 %),-8290,-0.31,6280,0.24,14570,0.55,14127,48.99%
3293,2013-04-16,37.5(-0.79 %),-5830,-0.21,1750,0.07,7580,0.28,5837,49%
3294,2013-04-15,37.8(-3.08 %),4140,0.16,105390,4.22,101250,4.06,7,49%
3295,2013-04-12,39(-0.51 %),1000,0.04,106720,4.47,105720,4.43,0,49%
3296,2013-04-11,39.2(-1.51 %),-4850,-0.19,1430,0.06,6280,0.25,7,49%
3297,2013-04-10,39.8(-2.69 %),9500,0.39,111250,4.44,101750,4.05,0,49%
3298,2013-04-09,40.9(3.02 %),-2890,-0.12,42500,1.8,45390,1.91,3647,49%
3299,2013-04-08,39.7(3.39 %),-750,-0.03,60500,2.48,61250,2.51,757,49%
3302,2013-04-05,38.4(0.79 %),4640,0.18,6070,0.23,1430,0.05,7,49%
3303,2013-04-04,38.1(-0.78 %),8190,0.32,181700,7.4,173510,7.08,0,49%
3304,2013-04-03,38.4(-0.78 %),1120,0.04,121620,5.03,120500,4.98,7,49%
3305,2013-04-02,38.7(0.78 %),42220,1.73,42720,1.75,500,0.02,0,49.02%
3306,2013-04-01,38.4(1.59 %),940,0.03,7010,0.26,6070,0.23,7,49%
3307,2013-03-29,37.8(0.00 %),-14120,-0.53,5320,0.2,19440,0.74,65007,48.98%
3308,2013-03-28,37.8(0.00 %),13400,0.51,17020,0.65,3620,0.14,50887,48.98%
3309,2013-03-27,37.8(-1.31 %),-38880,-1.47,3840,0.15,42720,1.61,64287,48.98%
3310,2013-03-26,38.3(-0.52 %),-7010,-0.27,0,0,7010,0.27,25407,48.99%
3311,2013-03-25,38.5(1.32 %),-4330,-0.17,990,0.04,5320,0.21,18397,48.99%
3312,2013-03-22,38(-0.52 %),-14060,-0.53,277880,11.33,291940,11.86,14067,48.99%
3313,2013-03-21,38.2(2.69 %),-3840,-0.14,760000,28.27,763840,28.42,7,49%
3314,2013-03-20,37.2(0.54 %),1180,0.04,103720,4.09,102540,4.05,0,49%
3315,2013-03-19,37(0.27 %),-820,-0.03,35170,1.38,35990,1.41,7,49%
3316,2013-03-18,36.9(-0.81 %),3440,0.13,6400,0.24,2960,0.11,0,49%
3317,2013-03-15,37.2(-0.27 %),4420,0.17,4420,0.17,0,0,2,49%
3318,2013-03-14,37.3(0.54 %),3780,0.14,39960,1.57,36180,1.43,0,49%
3319,2013-03-13,37.1(-0.80 %),2910,0.11,3080,0.12,170,0.01,782,49%
3320,2013-03-12,37.4(0.00 %),-3690,-0.14,2710,0.1,6400,0.24,3692,49%
3321,2013-03-11,37.4(1.63 %),-2550,-0.09,1870,0.07,4420,0.16,2,49%
3324,2013-03-08,36.8(2.22 %),71150,2.75,76110,2.93,4960,0.18,0,49.01%
3325,2013-03-07,36(-0.55 %),-3080,-0.11,0,0,3080,0.11,48102,48.98%
3326,2013-03-06,36.2(1.40 %),24040,0.92,46750,1.78,22710,0.86,45022,48.98%
3327,2013-03-05,35.7(-1.38 %),2880,0.1,4750,0.17,1870,0.07,69062,48.97%
3328,2013-03-04,36.2(-2.16 %),-71940,-2.6,4170,0.15,76110,2.76,71942,48.97%
3329,2013-03-01,37(0.00 %),1250,0.05,1250,0.05,0,0,2,49%
3330,2013-02-28,37(1.09 %),-10170,-0.37,16580,0.61,26750,0.98,31137,48.99%
3331,2013-02-27,36.6(-0.81 %),16750,0.67,21500,0.85,4750,0.17,20967,48.99%
3332,2013-02-26,36.9(-3.91 %),4080,0.16,618460,25.34,614380,25.18,37717,48.99%
3333,2013-02-25,38.4(-0.26 %),620,0.02,186923,7.68,186303,7.65,41797,48.98%
3334,2013-02-22,38.5(-0.26 %),-9870,-0.38,6710,0.26,16580,0.64,42417,48.98%
3335,2013-02-21,38.6(-2.28 %),-21500,-0.84,0,0,21500,0.84,32547,48.99%
3336,2013-02-20,39.5(-0.50 %),-5130,-0.2,353350,14.97,358480,15.18,11047,49%
3337,2013-02-19,39.7(-0.75 %),450,0.02,2320,0.09,1870,0.07,5917,49%
3338,2013-02-18,40(0.50 %),-1430,-0.06,5280,0.21,6710,0.27,6367,49%
3339,2013-02-08,39.8(0.51 %),0,0,0,0,0,0,4937,49%
3340,2013-02-07,39.6(0.51 %),-2620,-0.1,32500,1.37,35120,1.47,4937,49%
3341,2013-02-06,39.4(0.51 %),-2310,-0.09,20010,0.84,22320,0.93,2317,49%
3342,2013-02-05,39.2(-0.51 %),-1460,-0.06,3820,0.15,5280,0.21,7,49%
3343,2013-02-04,39.4(-0.25 %),5160,0.21,5160,0.21,0,0,0,49%
3346,2013-02-01,39.5(-1.50 %),1250,0.05,364160,15.62,362910,15.57,7,49%
3347,2013-01-31,40.1(-1.72 %),0,0,0,0,0,0,572,49%
3348,2013-01-30,40.8(3.29 %),4390,0.17,8210,0.33,3820,0.16,572,49%
3349,2013-01-29,39.5(-0.75 %),-4960,-0.2,200,0.01,5160,0.2,4962,49%
3350,2013-01-28,39.8(1.27 %),-1750,-0.07,0,0,1750,0.07,2,49%
3351,2013-01-25,39.3(3.42 %),5310,0.2,260430,10.19,255120,9.99,0,49%
3352,2013-01-24,38(2.43 %),-8200,-0.31,10,0,8210,0.31,2,49%
3353,2013-01-23,37.1(0.00 %),290,0.01,490,0.02,200,0.01,0,49%
3354,2013-01-22,37.1(-1.59 %),0,0,0,0,0,0,7,49%
3355,2013-01-21,37.7(-0.53 %),49360,2.01,327370,13.26,278010,11.24,7,49%
3356,2013-01-18,37.9(-0.52 %),840,0.03,137370,5.21,136530,5.17,0,49%
3357,2013-01-17,38.1(-1.30 %),-490,-0.02,182000,6.98,182490,6.99,494,49%
3358,2013-01-16,38.6(1.05 %),26740,1.09,26740,1.09,0,0,4,49%
3359,2013-01-15,38.2(1.33 %),32180,1.43,86850,3.5,54670,2.07,0,49%
3360,2013-01-14,37.7(-3.08 %),-710,-0.03,20000,0.82,20710,0.84,27452,48.99%
3361,2013-01-11,38.9(-1.52 %),0,0,0,0,0,0,26742,48.99%
3362,2013-01-10,39.5(1.28 %),-26740,-1.04,40000,1.56,66740,2.6,26742,48.99%
3363,2013-01-09,39(2.63 %),-93600,-3.7,750,0.03,94350,3.73,2,49%
3364,2013-01-08,38(4.97 %),10080,0.37,10080,0.37,0,0,0,49%
3365,2013-01-07,36.2(-0.55 %),0,0,0,0,0,0,2,49%
3368,2013-01-04,36.4(1.39 %),0,0,0,0,0,0,2,49%
3369,2013-01-03,35.9(-1.37 %),3620,0.13,24370,0.92,20750,0.79,0,49%
3370,2013-01-02,36.4(3.41 %),-670,-0.03,9410,0.33,10080,0.36,2,49%
3371,2012-12-28,35.2(-0.85 %),70,0,70,0,0,0,5592,49%
3372,2012-12-27,35.5(3.50 %),7000,0.24,7000,0.24,0,0,5662,49%
3373,2012-12-26,34.3(3.31 %),-1130,-0.04,33240,1.15,34370,1.19,12662,49%
3374,2012-12-25,33.2(0.00 %),-8160,-0.27,1250,0.04,9410,0.31,11532,49%
3375,2012-12-24,33.2(1.84 %),260,0.01,330,0.01,70,0,3372,49%
3376,2012-12-21,32.6(-0.61 %),860,0.03,187500,6.44,186640,6.41,3632,49%
3377,2012-12-20,32.8(-1.50 %),-3240,-0.11,0,0,3240,0.11,4492,49%
3378,2012-12-19,33.3(2.78 %),-1250,-0.04,0,0,1250,0.04,1252,49%
3379,2012-12-18,32.4(-1.52 %),940,0.03,1270,0.04,330,0.01,2,49%
3380,2012-12-17,32.9(-0.30 %),-4950,-0.16,2910,0.1,7860,0.26,0,49%
3381,2012-12-14,33(-0.60 %),0,0,0,0,0,0,0,49%
3382,2012-12-13,33.2(0.61 %),2500,0.08,2500,0.08,0,0,0,49%
3383,2012-12-12,33(1.54 %),-60,-0,1190,0.04,1250,0.04,0,49%
3384,2012-12-11,32.5(-0.61 %),-2910,-0.09,0,0,2910,0.09,0,49%
3385,2012-12-10,32.7(1.24 %),1840,0.06,435540,14.76,433700,14.7,0,49%
3386,2012-12-07,32.3(-0.62 %),-1440,-0.05,1060,0.03,2500,0.08,1447,49%
3387,2012-12-06,32.5(-0.61 %),840,0.03,2030,0.07,1190,0.04,7,49%
3390,2012-12-05,32.7(2.83 %),23600,0.79,46000,1.53,22400,0.75,0,49.01%
3391,2012-12-04,32.8(0.92 %),-1840,-0.06,0,0,1840,0.06,1847,49%
3392,2012-12-03,32.5(-0.61 %),-1050,-0.03,0,0,1050,0.03,7,49%
3393,2012-11-30,32.7(0.31 %),-2030,-0.07,1835782,58.79,1837812,58.85,25637,48.99%
3394,2012-11-29,32.6(-1.21 %),-23600,-0.77,0,0,23600,0.77,23607,48.99%
3395,2012-11-28,33(-1.20 %),5650,0.19,729950,24.25,724300,24.06,7,49%
3396,2012-11-27,33.4(-0.89 %),1250,0.04,1250,0.04,0,0,0,49%
3397,2012-11-26,33.7(-0.59 %),3660,0.12,3660,0.12,0,0,957,49%
3398,2012-11-23,33.9(0.00 %),600,0.02,26100,0.93,25500,0.91,4617,49%
3399,2012-11-22,33.9(0.00 %),3140,0.11,8790,0.3,5650,0.19,5217,49%
3400,2012-11-21,33.9(-0.29 %),-290,-0.01,960,0.03,1250,0.04,8357,49%
3401,2012-11-20,34(0.00 %),-3660,-0.12,601870,20.69,605530,20.81,8067,49%
3402,2012-11-19,34(-1.45 %),3480,0.12,78080,2.67,74600,2.55,4407,49%
3403,2012-11-16,34.5(-0.58 %),-7880,-0.27,910,0.03,8790,0.3,7887,49%
3404,2012-11-15,34.7(-0.86 %),-960,-0.03,0,0,960,0.03,7,49%
3405,2012-11-14,35(0.29 %),2510,0.09,2510,0.09,0,0,0,49%
3406,2012-11-13,34.9(-0.29 %),-3080,-0.11,1000,0.04,4080,0.14,7,49%
3407,2012-11-12,35(2.94 %),1870,0.06,22780,0.81,20910,0.75,0,49%
3408,2012-11-09,34(0.00 %),5030,0.17,5030,0.17,0,0,7,49%
3409,2012-11-08,34(0.00 %),6530,0.22,9040,0.31,2510,0.08,0,49%
3412,2012-11-07,34(1.49 %),5780,0.2,6780,0.23,1000,0.03,7,49%
3413,2012-11-06,33.5(-1.18 %),13580,0.47,16360,0.56,2780,0.09,0,49%
3414,2012-11-05,33.9(-0.59 %),-1880,-0.07,3150,0.1,5030,0.17,10187,49%
3415,2012-11-02,34.1(-4.75 %),-8300,-0.29,740,0.03,9040,0.31,8307,49%
3416,2012-11-01,35.8(0.00 %),-6030,-0.22,750,0.03,6780,0.24,7,49%
3417,2012-10-31,35.8(-0.28 %),-14500,-0.52,1860,0.07,16360,0.59,17657,48.99%
3418,2012-10-30,35.9(-1.10 %),-3150,-0.11,0,0,3150,0.11,3157,49%
3419,2012-10-29,36.3(-0.27 %),850,0.03,31590,1.2,30740,1.17,7,49%
3420,2012-10-26,36.4(-0.27 %),5910,0.22,6660,0.24,750,0.03,6660,12.23%
3421,2012-10-25,36.5(0.00 %),18460,0.71,20320,0.78,1860,0.07,0,49%
3422,2012-10-24,36.5(0.00 %),830,0.03,830,0.03,0,0,0,49%
3423,2012-10-23,36.5(0.00 %),1070,0.04,72660,2.78,71590,2.74,0,49%
3424,2012-10-22,36.5(-0.27 %),-1360,-0.05,5300,0.2,6660,0.24,0,49%
3425,2012-10-19,36.6(-0.27 %),-20120,-0.73,20200,0.78,40320,1.51,0,49%
3426,2012-10-18,36.7(-1.08 %),420,0.02,1250,0.05,830,0.03,0,49%
3427,2012-10-17,37.1(0.00 %),-2660,-0.1,0,0,2660,0.1,0,49%
3428,2012-10-16,37.1(0.54 %),-5300,-0.2,0,0,5300,0.2,0,49%
3429,2012-10-15,36.9(-0.54 %),17050,0.63,17250,0.64,200,0.01,0,49%
3430,2012-10-12,37.1(-0.80 %),-1120,-0.04,130,0,1250,0.05,15552,48.99%
3431,2012-10-11,37.4(-0.27 %),0,0,0,0,0,0,14432,48.99%
3434,2012-10-10,37.5(0.81 %),16850,0.63,36850,1.41,20000,0.78,14432,48.99%
3435,2012-10-09,37.2(0.81 %),-13000,-0.49,4250,0.16,17250,0.64,31282,48.99%
3436,2012-10-08,36.9(0.27 %),310,0.01,440,0.02,130,0,18282,49.02%
3437,2012-10-05,36.8(0.00 %),0,0,0,0,0,0,18592,49.02%
3438,2012-10-04,36.8(-0.27 %),-13560,-0.5,44045,1.7,57605,2.2,18592,49.02%
3439,2012-10-03,36.9(0.00 %),-3280,-0.12,970,0.04,4250,0.16,5032,49.02%
3440,2012-10-02,36.9(0.00 %),-1750,-0.06,0,0,1750,0.06,1752,49.02%
3441,2012-10-01,36.9(-2.64 %),63240,2.51,63240,2.51,0,0,2,49.02%
3442,2012-09-28,37.9(-0.26 %),-3220,-0.12,22570,0.9,25790,1.02,0,49%
3443,2012-09-27,38(2.70 %),-310,-0.01,660,0.02,970,0.04,0,49%
3444,2012-09-26,37(1.09 %),10050,0.37,10050,0.37,0,0,0,49%
3445,2012-09-25,36.6(0.00 %),7930,0.29,9510,0.35,1580,0.06,0,49%
3446,2012-09-24,36.6(-0.54 %),5400,0.2,5470,0.2,70,0,0,49%
3447,2012-09-21,36.8(0.27 %),1420,0.05,22820,0.88,21400,0.82,0,49%
3448,2012-09-20,36.7(0.00 %),-10050,-0.37,20000,0.77,30050,1.14,0,49%
3449,2012-09-19,36.7(-2.91 %),-9230,-0.34,206630,8.18,215860,8.52,0,49%
3450,2012-09-18,37.8(-2.07 %),-5470,-0.21,0,0,5470,0.21,0,49%
3451,2012-09-17,38.6(-0.26 %),3090,0.12,5170,0.2,2080,0.08,0,49%
3452,2012-09-14,38.7(0.00 %),0,0,0,0,0,0,0,49%
3453,2012-09-13,38.7(0.00 %),3880,0.15,4160,0.16,280,0.01,0,49%
3456,2012-09-12,38.7(0.52 %),0,0,116600,4.71,116600,4.71,0,49%
3457,2012-09-11,38.5(0.26 %),-5170,-0.2,0,0,5170,0.2,0,49%
3458,2012-09-10,38.4(-2.29 %),1070,0.04,1070,0.04,0,0,0,49%
3459,2012-09-07,39.3(-0.25 %),-3860,-0.15,300,0.01,4160,0.16,0,49%
3460,2012-09-06,39.4(-2.72 %),3000,0.12,31070,1.31,28070,1.19,0,49%
3461,2012-09-05,40.5(-3.11 %),0,0,45000,1.97,45000,1.97,1529,49%
3462,2012-09-04,41.8(4.24 %),3550,0.15,4620,0.19,1070,0.04,1529,49%
3463,2012-08-31,40.1(4.97 %),40,0,340,0.01,300,0.01,5079,49%
3464,2012-08-30,38.2(0.00 %),-2990,-0.11,10,0,3000,0.11,5119,49%
3465,2012-08-29,38.2(0.26 %),2050,0.08,22050,0.88,20000,0.8,2129,49%
3466,2012-08-28,38.1(-2.56 %),-450,-0.01,187570,7.68,188020,7.7,4179,49%
3467,2012-08-27,39.1(-4.87 %),380,0.02,129920,5.6,129540,5.58,3729,49%
3468,2012-08-24,42.1(0.72 %),970,0.04,112670,4.93,111700,4.89,4109,49%
3469,2012-08-23,41.8(-5.00 %),4570,0.21,57290,2.63,52720,2.43,5079,49%
3470,2012-08-22,44(0.00 %),-3170,-0.14,1000,0.04,4170,0.18,9649,49%
3471,2012-08-21,44(-4.56 %),4280,0.2,475000,22.98,470720,22.78,6479,49%
3472,2012-08-20,46.1(1.32 %),14030,0.65,15000,0.69,970,0.04,10759,49%
3473,2012-08-17,45.5(-0.66 %),-6150,-0.28,470,0.02,6620,0.3,24789,48.99%
3474,2012-08-16,45.8(-0.65 %),2620,0.12,187853,9.08,185233,8.96,18639,48.99%
3475,2012-08-15,46.1(-0.43 %),3750,0.17,8750,0.4,5000,0.23,21259,48.99%
3478,2012-08-14,46.3(-0.43 %),-12520,-0.58,42480,2.07,55000,2.65,25009,48.99%
3479,2012-08-13,46.5(1.53 %),5180,0.24,5650,0.27,470,0.02,12489,49%
3480,2012-08-10,45.8(-2.35 %),15540,0.74,19160,0.9,3620,0.17,17669,48.99%
3481,2012-08-09,46.9(-0.42 %),-4050,-0.19,4700,0.22,8750,0.41,33209,48.99%
3482,2012-08-08,47.1(-0.21 %),-730,-0.03,1750,0.08,2480,0.12,29159,48.99%
3483,2012-08-07,47.2(0.00 %),-3570,-0.17,2080,0.1,5650,0.27,28429,48.99%
3484,2012-08-06,47.2(-0.21 %),-18430,-0.87,730,0.03,19160,0.91,24859,48.99%
3485,2012-08-03,47.3(0.21 %),-4700,-0.22,0,0,4700,0.22,6429,49%
3486,2012-08-02,47.2(0.00 %),-1720,-0.08,20,0,1740,0.08,1729,49%
3487,2012-08-01,47.2(-0.84 %),5190,0.25,27270,1.34,22080,1.1,9,49%
3488,2012-07-31,47.6(-2.26 %),-720,-0.03,35480,1.81,36200,1.84,9,49%
3489,2012-07-30,48.7(1.46 %),3830,0.18,3830,0.18,0,0,0,49.68%
3490,2012-07-27,48(0.42 %),9630,0.46,50080,2.49,40450,2.02,9,49.68%
3491,2012-07-26,47.8(0.63 %),9820,0.46,40218,1.96,30398,1.5,0,49.69%
